Year,Month,Day,Return_t,Return_day_before
2014,7,9,1.00213951,1.00096771
2014,7,10,0.99240981,1.00213951
2014,7,11,1.00123182,0.99240981
2014,7,13,1.00072571,1.00123182
2014,7,14,0.9980553,1.00072571
2014,7,15,1.00178914,0.9980553
2014,7,16,0.99989068,1.00178914
2014,7,17,0.99839254,0.99989068
2014,7,18,0.9988503,0.99839254
2014,7,20,1.00264335,0.9988503
2014,7,21,0.9979076,1.00264335
2014,7,22,0.99431067,0.9979076
2014,7,23,1.00240178,0.99431067
2014,7,24,0.99613067,1.00240178
2014,7,25,0.99956698,0.99613067
2014,7,27,1.0006401,0.99956698
2014,7,28,0.99752453,1.0006401
2014,7,29,1.00100298,0.99752453
2014,7,30,1.00338418,1.00100298
2014,7,31,0.99724502,1.00338418
2014,8,1,1.00000984,0.99724502
2014,8,3,0.99868327,1.00000984
2014,8,4,0.99809731,0.99868327
2014,8,5,0.99880489,0.99809731
2014,8,6,1.00800814,0.99880489
2014,8,7,0.99534134,1.00800814
2014,8,8,1.00023594,0.99534134
2014,8,10,1.00587374,1.00023594
2014,8,11,0.99901213,1.00587374
2014,8,12,0.99713354,0.99901213
2014,8,13,0.99952741,0.99713354
2014,8,14,1.00093622,0.99952741
2014,8,15,1,1.00093622
2014,8,17,0.99982264,1
2014,8,18,0.9973859,0.99982264
2014,8,19,0.99903784,0.9973859
2014,8,20,1.00095325,0.99903784
2014,8,21,0.99883191,1.00095325
2014,8,22,0.99936238,0.99883191
2014,8,24,0.99852094,0.99936238
2014,8,25,1.00195303,0.99852094
2014,8,26,1.00468359,1.00195303
2014,8,27,0.99828727,1.00468359
2014,8,28,1.00063037,0.99828727
2014,8,29,1.00076885,1.00063037
2014,8,31,1.00032539,1.00076885
2014,9,1,1.00090797,1.00032539
2014,9,2,0.99595034,1.00090797
2014,9,3,1.00100359,0.99595034
2014,9,4,0.99633366,1.00100359
2014,9,5,1.00036284,0.99633366
2014,9,7,1.00154201,1.00036284
2014,9,8,1.00748078,1.00154201
2014,9,9,1.00958042,1.00748078
2014,9,10,0.99716093,1.00958042
2014,9,11,1.00183631,0.99716093
2014,9,12,1.00328417,1.00183631
2014,9,14,1.00103237,1.00328417
2014,9,15,1.00041111,1.00103237
2014,9,16,1.01243604,1.00041111
2014,9,17,1.00222821,1.01243604
2014,9,18,1.00488718,1.00222821
2014,9,19,0.99941756,1.00488718
2014,9,21,0.99902001,0.99941756
2014,9,22,1.00057199,0.99902001
2014,9,23,0.99683348,1.00057199
2014,9,24,1.00621875,0.99683348
2014,9,25,0.99895609,1.00621875
2014,9,26,1.00062469,0.99895609
2014,9,28,1.00356622,1.00062469
2014,9,29,0.99381052,1.00356622
2014,9,30,1.00401985,0.99381052
2014,10,1,0.99315599,1.00401985
2014,10,2,1.00694281,0.99315599
2014,10,3,1.00054382,1.00694281
2014,10,5,0.99936423,1.00054382
2014,10,6,0.99002061,0.99936423
2014,10,7,1.00342274,0.99002061
2014,10,8,0.99957234,1.00342274
2014,10,9,1.01020398,0.99957234
2014,10,10,1.00331283,1.01020398
2014,10,12,0.98674107,1.00331283
2014,10,13,0.99786603,0.98674107
2014,10,14,0.99065797,0.99786603
2014,10,15,1.00790406,0.99065797
2014,10,16,0.99959431,1.00790406
2014,10,17,0.99838997,0.99959431
2014,10,19,0.99667962,0.99838997
2014,10,20,1.00618425,0.99667962
2014,10,21,0.99898555,1.00618425
2014,10,22,1.00211451,0.99898555
2014,10,23,0.99604087,1.00211451
2014,10,24,0.99837242,0.99604087
2014,10,26,0.99930295,0.99837242
2014,10,27,1.00162909,0.99930295
2014,10,28,1.0052486,1.00162909
2014,10,29,0.99461778,1.0052486
2014,10,30,0.99892875,0.99461778
2014,10,31,1.00182242,0.99892875
2014,11,2,1.00252738,1.00182242
2014,11,3,0.98877949,1.00252738
2014,11,4,1.01914757,0.98877949
2014,11,5,1.00025578,1.01914757
2014,11,6,0.99984656,1.00025578
2014,11,7,0.99858013,0.99984656
2014,11,9,0.99828683,0.99858013
2014,11,10,0.99651448,0.99828683
2014,11,11,0.99793127,0.99651448
2014,11,12,0.99520618,0.99793127
2014,11,13,1.00394136,0.99520618
2014,11,14,0.99915975,1.00394136
2014,11,16,1.00367819,0.99915975
2014,11,17,1.00009146,1.00367819
2014,11,18,1.00727753,1.00009146
2014,11,19,1.00357473,1.00727753
2014,11,20,1.00060643,1.00357473
2014,11,21,0.99819426,1.00060643
2014,11,23,1.00349024,0.99819426
2014,11,24,1.01178162,1.00349024
2014,11,25,0.99912574,1.01178162
2014,11,26,0.99290055,0.99912574
2014,11,27,0.99761853,0.99290055
2014,11,28,1.00362135,0.99761853
2014,11,30,1.00553492,1.00362135
2014,12,1,0.99822408,1.00553492
2014,12,2,1.00866322,0.99822408
2014,12,3,1.00093319,1.00866322
2014,12,4,1.00383126,1.00093319
2014,12,5,0.99937939,1.00383126
2014,12,7,0.9991697,0.99937939
2014,12,8,1.00304669,0.9991697
2014,12,9,0.99369363,1.00304669
2014,12,10,1.00300505,0.99369363
2014,12,11,0.99766238,1.00300505
2014,12,12,1.00508887,0.99766238
2014,12,14,0.99084456,1.00508887
2014,12,15,1.00340439,0.99084456
2014,12,16,1.01224685,1.00340439
2014,12,17,0.99846488,1.01224685
2014,12,18,1.00219633,0.99846488
2014,12,19,0.99655296,1.00219633
2014,12,21,1.00089958,0.99655296
2014,12,22,1.00415524,1.00089958
2014,12,23,0.99864156,1.00415524
2014,12,24,1.00009552,0.99864156
2014,12,25,0.99868562,1.00009552
2014,12,26,0.99984103,0.99868562
2014,12,28,0.9975789,0.99984103
2014,12,29,0.99587268,0.9975789
2014,12,30,1.0016769,0.99587268
2014,12,31,0.99802118,1.0016769
2015,1,1,0.99696731,0.99802118
2015,1,2,1.00183978,0.99696731
2015,1,4,1.0009892,1.00183978
2015,1,5,0.99386067,1.0009892
2015,1,6,1.0022327,0.99386067
2015,1,7,0.9933568,1.0022327
2015,1,8,0.98747635,0.9933568
2015,1,9,0.99890102,0.98747635
2015,1,11,0.99724476,0.99890102
2015,1,12,1.00022539,0.99724476
2015,1,13,1.00275318,1.00022539
2015,1,14,0.99155555,1.00275318
2015,1,15,0.9973079,0.99155555
2015,1,16,0.99995937,0.9973079
2015,1,18,1.00469484,0.99995937
2015,1,19,0.9903472,1.00469484
2015,1,20,0.99207822,0.9903472
2015,1,21,1.00395643,0.99207822
2015,1,22,1.0120531,1.00395643
2015,1,23,1.00041791,1.0120531
2015,1,25,0.99284522,1.00041791
2015,1,26,1.00458501,0.99284522
2015,1,27,0.99518414,1.00458501
2015,1,28,1.00980793,0.99518414
2015,1,29,0.992084,1.00980793
2015,1,30,0.99953397,0.992084
2015,2,1,1.00724512,0.99953397
2015,2,2,1.01358032,1.00724512
2015,2,3,0.99230248,1.01358032
2015,2,4,1.00524111,0.99230248
2015,2,5,0.99440859,1.00524111
2015,2,6,1.0034591,0.99440859
2015,2,8,0.9994958,1.0034591
2015,2,9,0.99417921,0.9994958
2015,2,10,1.00338729,0.99417921
2015,2,11,1.00744548,1.00338729
2015,2,12,1.00236331,1.00744548
2015,2,13,0.99788992,1.00236331
2015,2,15,0.99839932,0.99788992
2015,2,16,1.00017559,0.99839932
2015,2,17,0.99562946,1.00017559
2015,2,18,0.99908559,0.99562946
2015,2,19,0.9914233,0.99908559
2015,2,20,0.99868772,0.9914233
2015,2,22,1.00260079,0.99868772
2015,2,23,1.0031102,1.00260079
2015,2,24,0.99695029,1.0031102
2015,2,25,1.0046831,0.99695029
2015,2,26,0.999406,1.0046831
2015,2,27,1.00243312,0.999406
2015,3,1,1.0010997,1.00243312
2015,3,2,0.99659944,1.0010997
2015,3,3,1.00539611,0.99659944
2015,3,4,0.9996397,1.00539611
2015,3,5,0.99809919,0.9996397
2015,3,6,1.00031862,0.99809919
2015,3,8,1.00228692,1.00031862
2015,3,9,1.00387801,1.00228692
2015,3,10,1.00004137,1.00387801
2015,3,11,0.9894906,1.00004137
2015,3,12,1.00162972,0.9894906
2015,3,13,0.99986677,1.00162972
2015,3,15,0.99962095,0.99986677
2015,3,16,1.00181658,0.99962095
2015,3,17,0.99995895,1.00181658
2015,3,18,1.00237632,0.99995895
2015,3,19,0.99764979,1.00237632
2015,3,20,0.99519958,0.99764979
2015,3,22,0.99339482,0.99519958
2015,3,23,1.00151407,0.99339482
2015,3,24,1.00253665,1.00151407
2015,3,25,1.00465683,1.00253665
2015,3,26,1.00065546,1.00465683
2015,3,27,1.00134344,1.00065546
2015,3,29,1.00564127,1.00134344
2015,3,30,1.00525623,1.00564127
2015,3,31,1.00611238,1.00525623
2015,4,1,1.0058755,1.00611238
2015,4,2,1.00199746,1.0058755
2015,4,3,0.9987715,1.00199746
2015,4,5,1.00581917,0.9987715
2015,4,6,0.99231817,1.00581917
2015,4,7,0.99009079,0.99231817
2015,4,8,0.99645361,0.99009079
2015,4,9,1.00289302,0.99645361
2015,4,10,1.0004357,1.00289302
2015,4,12,1.00874834,1.0004357
2015,4,13,1.00419285,1.00874834
2015,4,14,1.00859556,1.00419285
2015,4,15,0.99246847,1.00859556
2015,4,16,0.99870785,0.99246847
2015,4,17,0.99846857,0.99870785
2015,4,19,1.00955164,0.99846857
2015,4,20,0.99729644,1.00955164
2015,4,21,0.99860792,0.99729644
2015,4,22,1.00398111,0.99860792
2015,4,23,0.99205899,1.00398111
2015,4,24,0.99909747,0.99205899
2015,4,26,1.00371833,0.99909747
2015,4,27,0.98415973,1.00371833
2015,4,28,1.00283813,0.98415973
2015,4,29,1.00862982,1.00283813
2015,4,30,0.99965409,1.00862982
2015,5,1,1.00181671,0.99965409
2015,5,3,1.00508734,1.00181671
2015,5,4,0.98859534,1.00508734
2015,5,5,0.99922846,0.98859534
2015,5,6,1.00115865,0.99922846
2015,5,7,0.99983302,1.00115865
2015,5,8,1.00037586,0.99983302
2015,5,10,1.00323655,1.00037586
2015,5,11,0.99617066,1.00323655
2015,5,12,0.98821431,0.99617066
2015,5,13,1.00226326,0.98821431
2015,5,14,1.00216459,1.00226326
2015,5,15,0.99972044,1.00216459
2015,5,17,0.99442969,0.99972044
2015,5,18,1.00352342,0.99442969
2015,5,19,1.00697111,1.00352342
2015,5,20,0.9983484,1.00697111
2015,5,21,1.00122722,0.9983484
2015,5,22,1.0005411,1.00122722
2015,5,24,0.99797497,1.0005411
2015,5,25,1.00151848,0.99797497
2015,5,26,0.99957376,1.00151848
2015,5,27,1.01161054,0.99957376
2015,5,28,1.00010518,1.01161054
2015,5,29,0.99928529,1.00010518
2015,5,31,0.99938027,0.99928529
2015,6,1,0.98810574,0.99938027
2015,6,2,0.99399573,0.98810574
2015,6,3,1.0088677,0.99399573
2015,6,4,1.01523717,1.0088677
2015,6,5,0.99763865,1.01523717
2015,6,7,0.99268522,0.99763865
2015,6,8,1.00760236,0.99268522
2015,6,9,0.9978746,1.00760236
2015,6,10,0.99734506,0.9978746
2015,6,11,1.00176608,0.99734506
2015,6,12,0.99973726,1.00176608
2015,6,14,0.99442958,0.99973726
2015,6,15,1.00454588,0.99442958
2015,6,16,1.00575465,1.00454588
2015,6,17,0.99391306,1.00575465
2015,6,18,0.9995699,0.99391306
2015,6,19,1.00050378,0.9995699
2015,6,21,1.00194544,1.00050378
2015,6,22,0.99755578,1.00194544
2015,6,23,0.99969588,0.99755578
2015,6,24,1.00015733,0.99969588
2015,6,25,1.01170441,1.00015733
2015,6,26,1.00219074,1.01170441
2015,6,28,0.9876066,1.00219074
2015,6,29,0.98913337,0.9876066
2015,6,30,1.00051971,0.98913337
2015,7,1,1.0055289,1.00051971
2015,7,2,1.0133555,1.0055289
2015,7,3,1.00103902,1.0133555
2015,7,5,0.99449611,1.00103902
2015,7,6,1.00214499,0.99449611
2015,7,7,0.99969367,1.00214499
2015,7,8,1.00070824,0.99969367
2015,7,9,1.00358571,1.00070824
2015,7,10,0.99977727,1.00358571
2015,7,12,0.99931107,0.99977727
2015,7,13,0.99533711,0.99931107
2015,7,14,0.99510797,0.99533711
2015,7,15,0.99324331,0.99510797
2015,7,16,1.00202694,0.99324331
2015,7,17,0.9998433,1.00202694
2015,7,19,0.99989555,0.9998433
2015,7,20,0.99706305,0.99989555
2015,7,21,0.99990628,0.99706305
2015,7,22,1.00207664,0.99990628
2015,7,23,1.00916195,1.00207664
2015,7,24,1.00069553,1.00916195
2015,7,26,1.0015621,1.00069553
2015,7,27,0.99995778,1.0015621
2015,7,28,1.0035695,0.99995778
2015,7,29,0.99635907,1.0035695
2015,7,30,0.9916487,0.99635907
2015,7,31,0.99869355,0.9916487
2015,8,2,0.99854933,0.99869355
2015,8,3,0.98447534,0.99854933
2015,8,4,1.00440651,0.98447534
2015,8,5,1.00665898,1.00440651
2015,8,6,0.98817406,1.00665898
2015,8,7,1.00024643,0.98817406
2015,8,9,1.01086753,1.00024643
2015,8,10,1.00634042,1.01086753
2015,8,11,1.00020895,1.00634042
2015,8,12,0.99646036,1.00020895
2015,8,13,0.99469798,0.99646036
2015,8,14,1.00036257,0.99469798
2015,8,16,1.00153552,1.00036257
2015,8,17,1.00583355,1.00153552
2015,8,18,0.99378785,1.00583355
2015,8,19,1.00462596,0.99378785
2015,8,20,0.99654252,1.00462596
2015,8,21,1.00345902,0.99654252
2015,8,23,1.00981609,1.00345902
2015,8,24,1.00021046,1.00981609
2015,8,25,1.00385578,1.00021046
2015,8,26,1.00119513,1.00385578
2015,8,27,0.99918628,1.00119513
2015,8,28,1.00191644,0.99918628
2015,8,30,1.01091773,1.00191644
2015,8,31,1.00451584,1.01091773
2015,9,1,0.99620823,1.00451584
2015,9,2,1.00986501,0.99620823
2015,9,3,1.00824499,1.00986501
2015,9,4,0.99958574,1.00824499
2015,9,6,0.99595019,0.99958574
2015,9,7,0.9940746,0.99595019
2015,9,8,0.99654738,0.9940746
2015,9,9,0.99246363,0.99654738
2015,9,10,0.99670174,0.99246363
2015,9,11,1.00156646,0.99670174
2015,9,13,0.99148424,1.00156646
2015,9,14,1.00077187,0.99148424
2015,9,15,0.99799504,1.00077187
2015,9,16,1.00245417,0.99799504
2015,9,17,0.99442475,1.00245417
2015,9,18,1.00072636,0.99442475
2015,9,20,1.00548287,1.00072636
2015,9,21,1.00465769,1.00548287
2015,9,22,1.00850448,1.00465769
2015,9,23,0.99814811,1.00850448
2015,9,24,0.99779971,0.99814811
2015,9,25,1.0014226,0.99779971
2015,9,27,0.99879279,1.0014226
2015,9,28,0.99900744,0.99879279
2015,9,29,1.0035022,0.99900744
2015,9,30,1.00171655,1.0035022
2015,10,1,1.00513296,1.00171655
2015,10,2,0.99873992,1.00513296
2015,10,4,1.00229927,0.99873992
2015,10,5,0.99241532,1.00229927
2015,10,6,0.99224032,0.99241532
2015,10,7,0.9960086,0.99224032
2015,10,8,0.99496476,0.9960086
2015,10,9,1.00270399,0.99496476
2015,10,11,0.98982728,1.00270399
2015,10,12,1.01304864,0.98982728
2015,10,13,1.00032844,1.01304864
2015,10,14,1.00150674,1.00032844
2015,10,15,1.00556972,1.00150674
2015,10,16,0.9993389,1.00556972
2015,10,18,0.99506621,0.9993389
2015,10,19,1.00145573,0.99506621
2015,10,20,0.99404278,1.00145573
2015,10,21,1.00413639,0.99404278
2015,10,22,0.99276629,1.00413639
2015,10,23,0.99937915,0.99276629
2015,10,25,0.9971878,0.99937915
2015,10,26,0.99786394,0.9971878
2015,10,27,1.01922051,0.99786394
2015,10,28,1.00542942,1.01922051
2015,10,29,1.00062273,1.00542942
2015,10,30,0.99874538,1.00062273
2015,11,1,0.99687857,0.99874538
2015,11,2,0.99709017,0.99687857
2015,11,3,0.99950994,0.99709017
2015,11,4,0.99863821,0.99950994
2015,11,5,1.00403777,0.99863821
2015,11,6,1.00067342,1.00403777
2015,11,8,0.99965806,1.00067342
2015,11,9,1.00306541,0.99965806
2015,11,10,0.99666706,1.00306541
2015,11,11,0.98867801,0.99666706
2015,11,12,0.99776595,0.98867801
2015,11,13,1.00276859,0.99776595
2015,11,15,1.00063443,1.00276859
2015,11,16,0.99866947,1.00063443
2015,11,17,1.00144878,0.99866947
2015,11,18,0.98992923,1.00144878
2015,11,19,0.98983472,0.98992923
2015,11,20,1.00029022,0.98983472
2015,11,22,1.00418423,1.00029022
2015,11,23,0.99570936,1.00418423
2015,11,24,1.00167137,0.99570936
2015,11,25,1.00345848,1.00167137
2015,11,26,0.99892819,1.00345848
2015,11,27,1.00097912,0.99892819
2015,11,29,0.99443765,1.00097912
2015,11,30,0.98734902,0.99443765
2015,12,1,1.00300556,0.98734902
2015,12,2,0.99488708,1.00300556
2015,12,3,0.99991836,0.99488708
2015,12,4,0.99750611,0.99991836
2015,12,6,1.00173346,0.99750611
2015,12,7,1.00099007,1.00173346
2015,12,8,0.99848148,1.00099007
2015,12,9,0.98943229,0.99848148
2015,12,10,1.00389735,0.98943229
2015,12,11,1.00403504,1.00389735
2015,12,13,0.98964966,1.00403504
2015,12,14,1.00701957,0.98964966
2015,12,15,0.9914039,1.00701957
2015,12,16,1.00276925,0.9914039
2015,12,17,0.99216697,1.00276925
2015,12,18,1.00159111,0.99216697
2015,12,20,0.99589404,1.00159111
2015,12,21,0.99660323,0.99589404
2015,12,22,1.00558302,0.99660323
2015,12,23,0.99392477,1.00558302
2015,12,24,0.9998412,0.99392477
2015,12,27,1.00016876,0.9998412
2015,12,28,0.99770224,1.00016876
2015,12,29,0.99874376,0.99770224
2015,12,30,1.00267791,0.99874376
2015,12,31,0.99785238,1.00267791
2016,1,3,1.00733755,0.99785238
2016,1,4,1.00124774,1.00733755
2016,1,5,1.00674304,1.00124774
2016,1,6,1.00582206,1.00674304
2016,1,7,1.00270607,1.00582206
2016,1,8,1.00289687,1.00270607
2016,1,10,0.98983822,1.00289687
2016,1,11,0.99810205,0.98983822
2016,1,12,0.99857606,0.99810205
2016,1,13,0.99412832,0.99857606
2016,1,14,1.00658264,0.99412832
2016,1,15,0.99688897,1.00658264
2016,1,17,1.00048039,0.99688897
2016,1,18,0.99264845,1.00048039
2016,1,19,1.00507234,0.99264845
2016,1,20,1.00333607,1.00507234
2016,1,21,1.00709277,1.00333607
2016,1,22,1.00138415,1.00709277
2016,1,24,0.9960351,1.00138415
2016,1,25,1.00501638,0.9960351
2016,1,26,0.998576,1.00501638
2016,1,27,0.99662815,0.998576
2016,1,28,1.00231026,0.99662815
2016,1,29,1.00382804,1.00231026
2016,1,31,0.99541331,1.00382804
2016,2,1,1.00320581,0.99541331
2016,2,2,1.00122517,1.00320581
2016,2,3,0.99747505,1.00122517
2016,2,4,1.00837152,0.99747505
2016,2,5,0.99835286,1.00837152
2016,2,7,0.99677714,0.99835286
2016,2,8,1.00669292,0.99677714
2016,2,9,0.99218513,1.00669292
2016,2,10,0.99730447,0.99218513
2016,2,11,1.00643162,0.99730447
2016,2,12,0.9998984,1.00643162
2016,2,14,0.99729475,0.9998984
2016,2,15,1.0014205,0.99729475
2016,2,16,1.00368654,1.0014205
2016,2,17,0.99976583,1.00368654
2016,2,18,0.99795771,0.99976583
2016,2,19,0.99936029,0.99795771
2016,2,21,0.99431572,0.99936029
2016,2,22,0.99724121,0.99431572
2016,2,23,1.00742491,0.99724121
2016,2,24,1.007254,1.00742491
2016,2,25,1.01604883,1.007254
2016,2,26,0.99784543,1.01604883
2016,2,28,0.99867587,0.99784543
2016,2,29,1.00503207,0.99867587
2016,3,1,0.98299386,1.00503207
2016,3,2,0.99315882,0.98299386
2016,3,3,0.9952722,0.99315882
2016,3,4,1.00239995,0.9952722
2016,3,6,0.99577497,1.00239995
2016,3,7,0.99435498,0.99577497
2016,3,8,1.00800469,0.99435498
2016,3,9,0.99491191,1.00800469
2016,3,10,0.99536588,0.99491191
2016,3,11,1.00301172,0.99536588
2016,3,14,1.00051225,1.00301172
2016,3,15,1.00667341,1.00051225
2016,3,16,0.99671457,1.00667341
2016,3,17,1.0043829,0.99671457
2016,3,18,0.99535535,1.0043829
2016,3,21,0.99823995,0.99535535
2016,3,22,1.00010058,0.99823995
2016,3,23,0.99788216,1.00010058
2016,3,24,1.00109525,0.99788216
2016,3,25,1.00067368,1.00109525
2016,3,28,0.9975426,1.00067368
2016,3,29,1.00261467,0.9975426
2016,3,30,0.99888498,1.00261467
2016,3,31,0.99832526,0.99888498
2016,4,1,1.00228164,0.99832526
2016,4,4,1.00403673,1.00228164
2016,4,5,0.99658051,1.00403673
2016,4,6,1.00831559,0.99658051
2016,4,7,1.00593708,1.00831559
2016,4,8,1.00109272,1.00593708
2016,4,11,0.99899,1.00109272
2016,4,12,0.99964306,0.99899
2016,4,13,0.99245951,0.99964306
2016,4,14,1.00038476,0.99245951
2016,4,15,0.99719305,1.00038476
2016,4,18,1.00055564,0.99719305
2016,4,19,1.00400649,1.00055564
2016,4,20,1.0008121,1.00400649
2016,4,21,1.00904463,1.0008121
2016,4,22,0.99818005,1.00904463
2016,4,25,1.00185405,0.99818005
2016,4,26,1.02181285,1.00185405
2016,4,27,0.99848461,1.02181285
2016,4,28,1.00214705,0.99848461
2016,4,29,0.99406559,1.00214705
2016,5,2,1.00876963,0.99406559
2016,5,3,0.99266047,1.00876963
2016,5,4,1.0000417,0.99266047
2016,5,5,1.00878208,1.0000417
2016,5,6,1.0028478,1.00878208
2016,5,9,0.998,1.0028478
2016,5,10,1.00258562,0.998
2016,5,11,1.00712122,1.00258562
2016,5,12,1.00144759,1.00712122
2016,5,13,0.99985101,1.00144759
2016,5,16,0.9938442,0.99985101
2016,5,17,1.00376898,0.9938442
2016,5,18,0.99550811,1.00376898
2016,5,19,0.99931348,0.99550811
2016,5,20,0.99766074,0.99931348
2016,5,23,1.00681095,0.99766074
2016,5,24,1.0058155,1.00681095
2016,5,25,0.99941346,1.0058155
2016,5,26,1.00192328,0.99941346
2016,5,27,0.99887934,1.00192328
2016,5,30,0.9896488,0.99887934
2016,5,31,0.99797611,0.9896488
2016,6,1,1.00213384,0.99797611
2016,6,2,0.99359748,1.00213384
2016,6,3,1.00935461,0.99359748
2016,6,6,0.99407088,1.00935461
2016,6,7,1.00147656,0.99407088
2016,6,8,1.00333333,1.00147656
2016,6,9,1.00278019,1.00333333
2016,6,10,0.99407173,1.00278019
2016,6,13,1.00132031,0.99407173
2016,6,14,0.99001359,1.00132031
2016,6,15,1.00172838,0.99001359
2016,6,16,1.00156322,1.00172838
2016,6,17,0.99883681,1.00156322
2016,6,20,0.99964383,0.99883681
2016,6,21,0.99143178,0.99964383
2016,6,22,0.99136165,0.99143178
2016,6,23,1.00062845,0.99136165
2016,6,24,1.01360679,1.00062845
2016,6,27,0.99605783,1.01360679
2016,6,28,0.99848368,0.99605783
2016,6,29,0.99990654,0.99848368
2016,6,30,0.99547207,0.99990654
2016,7,1,0.99919431,0.99547207
2016,7,4,1.0002273,0.99919431
2016,7,5,0.99405349,1.0002273
2016,7,6,1.00156353,0.99405349
2016,7,7,0.98602349,1.00156353
2016,7,8,0.99855171,0.98602349
2016,7,11,0.99362987,0.99855171
2016,7,12,1.0065333,0.99362987
2016,7,13,1.00376188,1.0065333
2016,7,14,1.0030902,1.00376188
2016,7,15,0.998066,1.0030902
2016,7,18,1.00559906,0.998066
2016,7,19,1.00092208,1.00559906
2016,7,20,0.9952179,1.00092208
2016,7,21,1.00111264,0.9952179
2016,7,22,0.99271412,1.00111264
2016,7,25,0.9980178,0.99271412
2016,7,26,1.00116438,0.9980178
2016,7,27,1.00150076,1.00116438
2016,7,28,0.99502573,1.00150076
2016,7,29,1.00241729,0.99502573
2016,8,1,0.9915856,1.00241729
2016,8,2,1.00588134,0.9915856
2016,8,3,0.99868021,1.00588134
2016,8,4,0.98918709,0.99868021
2016,8,5,0.99749491,0.98918709
2016,8,8,0.9999006,0.99749491
2016,8,9,1.00121414,0.9999006
2016,8,10,1.00478981,1.00121414
2016,8,11,1.00886759,1.00478981
2016,8,12,0.99992939,1.00886759
2016,8,15,1.00196082,0.99992939
2016,8,16,1.00656201,1.00196082
2016,8,17,1.00078399,1.00656201
2016,8,18,1.00146831,1.00078399
2016,8,19,0.99342592,1.00146831
2016,8,22,1.00425216,0.99342592
2016,8,23,0.99901423,1.00425216
2016,8,24,0.99998984,0.99901423
2016,8,25,1.00076277,0.99998984
2016,8,26,0.99867961,1.00076277
2016,8,29,1.0013425,0.99867961
2016,8,30,0.99829428,1.0013425
2016,8,31,0.99567327,0.99829428
2016,9,1,1.00644032,0.99567327
2016,9,2,1.0029081,1.00644032
2016,9,5,0.99281742,1.0029081
2016,9,6,0.99882623,0.99281742
2016,9,7,0.99979767,0.99882623
2016,9,8,1.00505338,0.99979767
2016,9,9,0.9970398,1.00505338
2016,9,12,1.00325461,0.9970398
2016,9,13,0.99802065,1.00325461
2016,9,14,0.99651029,0.99802065
2016,9,15,0.9983842,0.99651029
2016,9,16,0.99569633,0.9983842
2016,9,19,0.99832358,0.99569633
2016,9,20,0.99774644,0.99832358
2016,9,21,1.00175585,0.99774644
2016,9,22,0.99327301,1.00175585
2016,9,23,0.99378033,0.99327301
2016,9,26,0.99815139,0.99378033
2016,9,27,1.00563674,0.99815139
2016,9,28,1.0024216,1.00563674
2016,9,29,0.99905418,1.0024216
2016,9,30,0.99819129,0.99905418
2016,10,3,1.00131354,0.99819129
2016,10,4,1.00094624,1.00131354
2016,10,5,1.00169615,1.00094624
2016,10,6,0.99389149,1.00169615
2016,10,7,1.00643725,0.99389149
2016,10,10,1.00215037,1.00643725
2016,10,11,0.99618397,1.00215037
2016,10,12,1.00524829,0.99618397
2016,10,13,0.99779139,1.00524829
2016,10,14,0.99930093,0.99779139
2016,10,17,0.99671521,0.99930093
2016,10,18,0.99234477,0.99671521
2016,10,19,1.00380748,0.99234477
2016,10,20,0.99472329,1.00380748
